Filename                                                                                                    Lag      Pseudo R-squ.    Log-Likelihood
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+CG1+G+P+C                        lag-1:   0.1541           -2457.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+CM                               lag-1:   0.009852         -2875.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+CM+G+P+C                         lag-1:   0.1541           -2457.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+CW                               lag-1:   0.009433         -2877.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+CW+G+P+C                         lag-1:   0.1542           -2456.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+Cwd                              lag-1:   0.01260          -2867.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+Cwd+G+P+C                        lag-1:   0.1549           -2454.6
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+G+P+C                            lag-1:   0.1540           -2457.2
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+G+P+C                            lag-1:   0.1540           -2457.2
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+Y                                lag-1:   0.01439          -2862.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd               lag-1:   0.01839          -2851.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd               lag-1:   0.01839          -2851.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd+G+P+C         lag-1:   0.1589           -2442.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd+G+P+C         lag-1:   0.1589           -2442.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+Y+G+P+C                          lag-1:   0.1571           -2448.2
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Y                                      lag-1:   0.008538         -2879.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Y+CC+CG1+CM+CW+Cwd                     lag-1:   0.01157          -2870.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Y+CC+CG1+CM+CW+Cwd+G+P+C               lag-1:   0.1575           -2447.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Y+G+P+C                                lag-1:   0.1559           -2451.6
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 M+H+CC+CG1+CM+CW+Cwd                     lag-1:   0.1073           -2592.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 M+H+CC+CG1+CM+CW+Cwd+G+P+C               lag-1:   0.1721           -2404.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 M+H+Pr+Po+CC+CG1+CM+CW+Cwd               lag-1:   0.1083           -2590.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 M+H+Pr+Po+CC+CG1+CM+CW+Cwd+G+P+C         lag-1:   0.1727           -2402.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 M+H+Y                                    lag-1:   0.1135           -2575.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 M+H+Y+G+P+C                              lag-1:   0.1752           -2395.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+CC+CG1+CM+CW+Cwd                       lag-1:   0.007019         -2884.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+CC+CG1+CM+CW+Cwd+G+P+C                 lag-1:   0.1541           -2457.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+CC+CG1+CM+CW+Cwd                 lag-1:   0.01289          -2867.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+CC+CG1+CM+CW+Cwd+G+P+C           lag-1:   0.1554           -2453.2
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+CG1                              lag-1:   0.009921         -2875.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+CG1+G+P+C                        lag-1:   0.1541           -2457.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+CM                               lag-1:   0.009852         -2875.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+CM+G+P+C                         lag-1:   0.1541           -2457.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+Cwd                              lag-1:   0.01262          -2867.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+Cwd+G+P+C                        lag-1:   0.1550           -2454.2
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd               lag-1:   0.01841          -2851.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd               lag-1:   0.01841          -2851.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd+G+P+C         lag-1:   0.1590           -2442.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd+G+P+C         lag-1:   0.1590           -2442.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Y+CC+CG1+CM+CW+Cwd                     lag-1:   0.01159          -2870.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 H+Y+CC+CG1+CM+CW+Cwd+G+P+C               lag-1:   0.1575           -2447.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 M+H+CC+CG1+CM+CW+Cwd                     lag-1:   0.1073           -2592.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 M+H+CC+CG1+CM+CW+Cwd+G+P+C               lag-1:   0.1722           -2404.4
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+CC+CG1+CM+CW+Cwd                       lag-1:   0.007064         -2884.0
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+CC+CG1+CM+CW+Cwd+G+P+C                 lag-1:   0.1543           -2456.3
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po                                  lag-1:   0.009651         -2876.5
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po                                  lag-1:   0.009651         -2876.5
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CG1                              lag-1:   0.01040          -2874.3
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CG1+G+P+C                        lag-1:   0.1554           -2453.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CM                               lag-1:   0.01033          -2874.5
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CM+G+P+C                         lag-1:   0.1554           -2453.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CW                               lag-1:   0.009906         -2875.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CW+G+P+C                         lag-1:   0.1555           -2452.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Cwd                              lag-1:   0.01310          -2866.5
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Cwd+G+P+C                        lag-1:   0.1563           -2450.6
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+G+P+C                            lag-1:   0.1554           -2453.3
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+G+P+C                            lag-1:   0.1554           -2453.3
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Y                                lag-1:   0.01511          -2860.6
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd               lag-1:   0.01914          -2848.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Y+CC+CG1+CM+CW+Cwd+G+P+C         lag-1:   0.1603           -2438.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Y+Cwd                            lag-1:   0.01867          -2850.3
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Y+Cwd+G+P+C                      lag-1:   0.1597           -2440.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Y+G+P+C                          lag-1:   0.1584           -2444.5
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Y+CC+CG1+CM+CW+Cwd                     lag-1:   0.01174          -2870.4
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Y+CC+CG1+CM+CW+Cwd+G+P+C               lag-1:   0.1579           -2445.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+CC+CG1+CM+CW+Cwd                       lag-1:   0.007137         -2883.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+CC+CG1+CM+CW+Cwd+G+P+C                 lag-1:   0.1545           -2455.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+CG1                              lag-1:   0.01040          -2874.3
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+CG1+G+P+C                        lag-1:   0.1554           -2453.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+CM                               lag-1:   0.01033          -2874.5
